name	coefficient
(Intercept)	15.360617714784347
chr1_32172868	0.004492753470383811
chr1_32172900	0.009155560508488737
chr1_43554318	0.004393820844817316
chr1_120602318	0.005358966362356316
chr1_135374460	5.069517814569066e-5
chr1_154204911	0.004401080496803035
chr11_8523230	0.004192215595367801
chr11_22003790	0.00803925985907451
chr11_49978547	-0.005562252184935383
chr11_59283020	-0.005537508172544541
chr11_59283029	-0.005248868672122903
chr11_59283039	-0.006158547813754139
chr11_59283094	-0.006215146917986602
chr11_59283123	-0.0036969380022171907
chr11_75415043	0.007801126220287792
chr11_116515715	-0.001149249913197465
chr16_10502161	0.006862676733796134
chr16_10502210	0.006158745407489717
chr16_10502242	0.0038356777941859076
chr16_28596352	-0.0072324105171125775
chr16_28596375	-0.007789963027042492
chr16_28596380	-0.009514708450859647
chr16_28596438	-0.004988707472109264
chr16_36990040	-0.003994771378430972
chr16_36990083	-0.00420470238551511
chr16_36990109	-0.005365621293114222
chr16_36990131	-0.00682991195372261
chr16_36990151	-0.005956042090234145
chr16_36990184	-0.008318142750243597
chr16_87671522	-0.0047639081387975514
chr14_16574885	-0.009778037303742038
chr14_21990836	0.001314207187383603
chr14_31669268	-0.01038685041819088
chr14_52103989	0.05282773750392789
chr14_68123910	0.0019025074089262383
chr14_68125749	0.0026821879269250414
chr14_70079106	0.002516867117537779
chr3_142169515	0.012787404726056965
chr5_21373551	-0.00554607910909035
chr5_21373562	-0.005592126344240907
chr5_77264827	-0.002047868031661479
chr5_111229108	-0.003670690086312421
chr5_111229201	-0.0037549625503591802
chr5_111418777	0.002161820755734502
chr5_111418795	0.002891111410891839
chr5_111418872	0.0018625432093953094
chr5_140612555	-0.009339861163640365
chr18_3336813	0.01619951937275284
chr18_11048481	0.005356736691770168
chr18_64531500	0.001550052448214462
chr18_64531515	0.0019230069597555592
chr10_4621241	0.008081988252514024
chr10_40302818	0.018245103186837197
chr10_42582237	0.005238920018618514
chr10_81433654	-0.00667108843758317
chr10_81433677	-0.005733757548725396
chr10_118049265	-0.005453116939815626
chr10_118049306	-0.003252198930472256
chr10_118049420	-0.0048912938377676804
chr10_121150434	-0.006391390535758016
chr15_60823709	0.013615379519681604
chr15_62038129	0.0048638266744583806
chr15_75709156	0.0015685716051740532
chr15_78326354	0.005676424147271223
chr15_84756689	0.004587195525712806
chr15_84756704	0.003007583958369026
