name	coefficient
(Intercept)	44.65907275148109
chr18_3336683	-0.05015003770003476
chr18_3336911	0.01937692669104925
chr18_3498943	0.00249327769146542
chr18_37296654	0.00936256779693267
chr18_37302683	0.00325092499244695
chr18_37322347	0.00331390598363514
chr18_37479773	0.00702079198530518
chr18_37479799	0.00434484899507973
chr18_37520220	-0.00666323903672057
chr18_37726150	0.00654093417341898
chr18_37807714	0.00801877934748434
chr18_38841243	0.00335036639432072
chr18_38841353	-0.00678670972315958
chr18_58836595	0.00544756894780482
chr18_83051767	-0.00725143489237739
chr10_13008920	-0.0599237262908929
chr10_19970268	-0.01148235619615391
chr10_40302663	0.03357885444513807
chr10_42582223	0.01622099652435086
chr10_42582237	0.01137929913156097
chr10_42644582	7.900894981872235e-4
chr10_45485688	0.01753733403066356
chr10_57795975	-0.00788972897617715
chr10_67979171	0.00672796777303919
chr10_67979181	0.00219956919650944
chr10_78592409	7.266344186376609e-4
chr10_80395224	-0.01334168518966421
chr10_81268080	-0.00703222621399646
chr10_115250274	-0.00381441705143001
chr10_116980553	-0.00241117793287459
chr10_118049265	-0.00410024444628193
chr10_121150434	-0.0073751084680371
chr10_121607182	0.00970929075158939
chr7_34647185	-0.00674637912456666
chr7_34647200	-0.00331658632860094
chr7_34647204	-0.00366770995019916
chr7_34647273	-0.00935237287444682
chr7_45425175	-0.00730600186025033
chr7_45425215	0.0050590771382581
chr7_49159946	0.00236917731621125
chr7_58836893	0.00998153828155945
chr7_80238681	-3.0832189580383315e-4
chr7_80876180	0.00381159511040357
chr7_80876274	0.00685071411049073
chr7_80876305	0.00947824047370862
chr7_126963465	0.00674594991982215
chr7_126963520	0.00310903424531019
chr7_126963576	0.00171187824891971
chr7_132853094	-0.00702839350705029
chr7_133124797	0.00350101606045806
chr12_5050104	-0.02310628812736751
chr12_17175967	0.00357868786856458
chr12_54203212	-0.00496221186845903
chr12_55493317	-0.02487164610372804
chr12_55493466	-0.00606328498423276
chr12_56519919	0.00495840551051663
chr12_56519952	0.00376806578237902
chr12_65225797	-0.01381285023967543
chr12_65225909	0.01191698977154296
chr12_76405314	0.00434433575055321
chr12_76405326	0.01095878948615158
chr12_84876845	0.00768779502557336
chr12_84876875	0.01947422878020761
chr12_101028814	0.01095009822982989
chr12_103214559	-0.00462000217571859
chr12_111789432	-0.01756015505549768
chr12_112664005	0.00287272128552801
chr12_117875582	-0.00297158319064258
chr11_8523230	-0.00713962958422142
chr11_19264887	0.00634136702247867
chr11_32532782	0.01523203969526577
chr11_43404779	-0.01523750908328971
chr11_46309381	-0.00727019744328588
chr11_46309441	-0.00526138523378589
chr11_46309457	-0.00315183087799755
chr11_49610466	0.01188318401258744
chr11_58937311	-0.01728003138120755
chr11_59283020	-0.00667126507212902
chr11_59283029	-0.00532242699590266
chr11_59283039	-0.00545510491760957
chr11_59283094	-0.00578243350688636
chr11_59283123	-0.00660267090724718
chr11_61684590	-3.3095204849162166e-4
chr11_61684617	-0.00106496864948916
chr11_61684734	0.00442323713843493
chr11_68492489	0.00181150614292001
chr11_69903134	-0.00433315657547657
chr11_69903139	-0.00533394741342472
chr11_74771402	-0.00207575060590464
chr11_77489252	0.01148314191982725
chr11_78159851	-0.00430985649022647
chr11_78159964	-0.01068763371861091
chr11_78159978	-0.01086518455829854
chr11_78159992	-0.01680246257680226
chr11_78436271	-0.00490506429267777
chr11_94214040	-0.00306462872031437
chr11_95299953	-0.0174077342905606
chr11_98944979	-0.00639884466322045
chr11_101120032	0.01150912134937235
chr11_102438465	0.00541974674239051
chr11_102467326	0.02089641629073711
chr11_102606051	0.01224787606985638
chr11_102606064	0.00236819515331556
chr11_102606070	0.00480062124115398
chr11_109298037	0.01039938971199768
chr11_109298151	0.08936057807871181
chr11_114479301	-0.00396759356888023
chr11_116515724	-0.00136982695634601
chr11_119026375	0.00298197040726173
chr8_70833622	-0.0117315920658323
chr8_70833633	-0.01046419237777611
chr8_70833667	-0.00609289159369011
chr8_99416398	-0.00133663990970193
chr8_105270884	0.00495870014774389
chr8_105270891	0.00765577173740741
chr8_105270965	0.00698961868946578
chr8_105271000	0.00463574916605143
chr8_105271039	0.0080349977829275
chr8_117281221	-0.00496408534738673
chr8_117281279	-0.00489024735580103
chr5_21373515	-0.00474061299013433
chr5_21373551	-0.00479280083889069
chr5_21373583	-0.00229282411901716
chr5_108550197	0.00901219537407502
chr5_110363685	0.00154152647173803
chr5_110363840	-0.00331410120426238
chr5_111229095	-0.00316346314266967
chr5_111419369	0.00404606549415176
chr5_112428490	-0.0094397613490844
chr15_8262996	-2.797815724353077e-4
chr15_35296880	0.0082054621316349
chr15_37233944	0.0063609570739061
chr15_60823833	0.01158298072667845
chr15_73173518	-0.0045002051955494
chr15_75709139	0.00417347064913745
chr15_75709156	0.00273712881514556
chr15_75709195	0.00122731288645634
chr15_76090058	0.00173481244088084
chr15_76090097	0.00934165857420751
chr15_76090136	0.00577385726076623
chr15_76090221	0.00265614646381193
chr15_76090223	0.00835847044197365
chr15_78174069	-0.05328295394680147
chr15_78174335	-0.00873531567459017
chr15_78326202	0.00200035987175015
chr15_78326354	0.00403567799059368
chr15_80051617	0.00613785571411137
chr15_80978250	0.01437856060979685
chr15_84756583	0.00816883625862896
chr15_84756755	0.00317736933395377
chr15_85673573	-0.0047733549094549
chr15_85673650	-0.00625286119584023
chr15_85673690	-0.00433887014561788
chr15_85673731	-0.00577530326530119
chr15_85673744	-4.4693967341488406e-4
chr15_94910144	0.00167273550137957
chr15_98780628	5.097634794622149e-4
chr15_99334870	-0.00887978807554567
chr15_99471618	-0.00702956451033238
chr15_99471705	-0.00603023939123366
chr15_99471735	-0.00461338151403815
chr15_99471748	-0.00408349043500074
chr15_101929733	0.00405055503269516
chr15_101929833	0.00943799544828107
chr15_102279295	-0.04924778157156219
chr15_102975890	0.01165848491119067
chr15_102975901	0.01756976186242267
chr15_102975992	0.01303199260116369
chr3_66979873	0.00680261262547314
chr3_69316276	-0.04565048941514386
chr3_86547235	0.00424411003741264
chr3_86547250	0.00761244705426761
chr3_86547275	0.00411204076833263
chr3_87515878	-0.00446807543257465
chr3_89764409	0.015085473112460831
chr3_96919797	0.01477740259856691
chr3_135593759	0.0161716800691772
chr3_142169505	0.03814491925105535
chr3_142169515	0.0238772383077559
chr3_142169526	0.01095951883930196
chr3_142169544	0.01081744413840733
chr3_142169546	0.02520907977157053
chr4_36951888	0.01464168021506143
chr4_45342612	0.00730711348155515
chr4_45531257	-0.04162525299138914
chr4_55071390	0.00643032144224316
chr4_83323868	-0.00155515435859788
chr4_89294348	0.0041875845012402
chr4_89294353	0.01386021358358509
chr4_89294416	-0.04129658090561172
chr4_89688159	0.00863939633152873
chr4_91376688	0.01254056353332118
chr4_97523649	0.00623625179396099
chr4_110970274	0.00583171778749697
chr4_118216067	-0.00372890171206177
chr4_118216098	-0.00436555555017923
chr4_118216112	-0.0035883719832252
