name	coefficient
(Intercept)	-10.264822670438935
chr18_34355625	-0.00643844283522266
chr18_37807714	0.00277658406720909
chr18_42511077	0.00205053075879191
chr18_75494880	-0.00517549466886674
chr18_83051538	-0.02163159988481337
chr18_83051632	-0.00281104710882466
chr18_83051667	-0.02696211985596419
chr18_83051675	-0.03455203262779528
chr10_19970268	-0.01284313150206383
chr10_45485611	-0.0107128133836341
chr10_45485688	0.02127804818056461
chr10_75926507	1.9403774212200717e-4
chr10_115250524	-0.01661231750148816
chr7_16472383	0.00415447990789294
chr7_16472395	0.01997832473568345
chr7_16472418	8.084567165867713e-4
chr7_44496696	0.04169778147671923
chr7_58836893	0.00130201688062643
chr7_80876180	0.00465411030509911
chr7_118690370	0.03667959706131387
chr7_126963465	0.00238316392643373
chr7_133124712	0.01119531855763864
chr7_133124731	0.01358244840079413
chr7_134414222	-6.597883624523462e-4
chr12_5050104	-0.04418614787447893
chr12_76405157	0.0160640735652437
chr12_76405326	0.01826896911764344
chr12_84876860	0.03721675487169905
chr12_84876875	0.00119321435522428
chr12_84941738	-0.00793339156686662
chr12_86983587	0.00845008209109985
chr12_91778504	0.00715582824984392
chr12_118848943	0.01514412366396477
chr11_46309441	-0.00260220457245569
chr11_52167189	0.01635676707855862
chr11_52167199	0.0083509557171464709
chr11_59283029	-0.00564673752861455
chr11_61684590	0.01040711717184232
chr11_68492656	0.04739691219775242
chr11_69120455	0.00259036137274818
chr11_72913054	-0.02019644019791266
chr11_72913128	-0.03116704942064243
chr11_72913156	-0.00311321632260685
chr11_77500629	-5.890466874776663e-4
chr11_95299906	-0.01878594902691613
chr11_95299998	-0.00653787813689061
chr11_95300044	-0.01829492002085379
chr11_100367513	0.03607619237094731
chr11_102256054	0.0022627544073472
chr11_103101346	0.00668401868288651
chr11_109298090	3.438968264140113e-4
chr11_119199030	-0.0025026769773906
chr11_120720642	-0.06651599639414967
chr8_26973243	-0.00693411575089419
chr8_99416304	0.01761867464804064
chr8_105270965	0.00186408403243008
chr8_105271039	0.01296276974329623
chr8_105271085	0.00733576323508378
chr8_110168360	7.504650200441381e-4
chr8_117281135	-6.557770931017198e-4
chr5_21373551	-0.00352694665302629
chr5_111418872	0.00662387777356544
chr5_111419369	0.00259136153330172
chr5_119796569	0.01764251165608415
chr5_119796673	0.00429277005361188
chr5_135869067	0.01663273129993415
chr15_35296880	2.9778282218251604e-4
chr15_76090097	0.00921481201410606
chr15_76090101	0.0518217390930478
chr15_76090112	0.01131787250659698
chr15_78174288	-0.02327908006512692
chr15_80051764	0.00526346390112733
chr15_84756583	0.01823814362350967
chr15_84756592	0.00968449498024168
chr15_84756608	0.02799314603250265
chr15_84756644	0.01354780950877231
chr15_84772639	0.00370334286008939
chr15_89453670	0.00233760252075114
chr15_98780511	0.01684770294662653
chr15_102975901	0.02227773672356278
chr3_53452480	-0.00867615798913412
chr3_53452561	-0.00213646864164824
chr3_86547147	0.00360100230076099
chr3_86547210	0.0047046469394372
chr3_86547232	0.00221360344487212
chr3_86547250	0.00152706287750828
chr3_88332592	0.00405279726158421
chr3_89764399	0.010578034160043581
chr3_96919797	0.00562876196364707
chr3_142169599	0.02683907293149408
chr4_55071528	0.04903123840940735
chr4_57142827	0.04151036140932521
chr4_57142831	0.11337205883435292
chr4_57142833	0.00901504623846789
chr4_63213975	0.0034161234371374
chr4_89688216	0.03485424691463036
chr4_89688315	0.03438402724172054
chr4_89688326	0.00278017097856916
chr4_91376688	0.04313262402844888
chr4_120731361	-0.04871889030881479
chr4_133062635	0.02516623503441609
chr4_136946414	-0.00287284014464713
chr4_152126853	0.00721308911093898
chr4_152274950	0.0067699831407577
chr1_13126576	0.01229230104813701
chr1_32172837	0.01946833671807605
chr1_32172844	0.01095604855978978
chr1_32172865	0.03428778362865505
chr1_82316490	0.01966821993947889
chr1_84934827	0.00613213615866644
chr1_133177266	0.00482856742318604
chr1_133177381	-0.01109306815938849
chr1_151345680	-0.04849352872851806
chr1_154204876	0.00102849846588304
chr1_167077863	0.0073043800607737
chr1_181143980	-0.02301344276979746
chr17_10487124	0.00344868819945919
chr17_26850692	0.04591121927501714
chr17_28622722	0.0330786277091052
chr17_39843311	0.00202068094150823
chr17_48031636	0.00676428977592423
chr17_56935839	0.01841057603629243
chr17_56935847	0.02382189414818717
chr17_56935850	0.00579007491221774
chr17_56935865	0.03748294969937421
chr17_86970148	-0.00559430043202038
chr9_21161579	0.00338520616050175
chr9_49341175	0.00337699191499029
chr9_49341251	0.00882156817242837
chr13_23309646	-0.00357871121535043
chr13_40723145	0.02256782262558677
chr13_40723165	0.03353495223045765
chr13_40723198	0.02191782174513266
chr13_60687012	-0.00687918763430997
chr13_62944755	0.00610256280254993
chr13_94706693	0.00694229217953084
chr13_98366938	0.00301239784758038
chr6_30958385	0.02417853779583085
chr6_31126609	-0.00367079192315095
chr6_31126621	-0.00630057244115637
chr6_31126727	-0.03721593734374068
chr6_31126828	-0.0011160908134114
chr6_31218893	-0.04107286767794278
chr6_31218978	-0.03061547389189585
chr6_31219004	-0.01151000288929308
chr6_31219059	-0.01468032875893149
chr6_31219061	-0.00405370535606542
chr6_33078487	0.00371763477474566
chr6_83161570	0.00625259515854262
chr6_83404545	0.02698830929486208
chr16_3847245	0.02027440567746741
chr16_3872269	-0.04514819189969718
chr16_5137371	-0.00173292982482451
chr16_10502161	5.419859105315964e-4
chr16_13256096	0.00483094733345203
chr16_18586306	0.00226923441164886
chr16_21204791	0.00875510966446127
chr16_30600162	0.01482040730237469
chr16_30821244	0.00778984970933318
chr16_87354566	0.06494789793293469
chr19_4268578	-0.00764796523640914
chr19_4268828	-0.00246942091530372
chr19_8941912	-0.02854527760188833
chr19_40303484	-0.00483387922700977
chr19_56906688	-0.00228674892892974
chr14_21990823	0.00607220603142697
chr14_21990913	0.00265561640718778
chr14_52103882	-0.01151420861988823
chr14_68123888	0.01592744988986975
chr14_70079118	0.01157415741379551
chr14_104473087	0.01466036302603663
chr2_29206237	0.11344059442751273
chr2_74656266	0.00218144572491841
chr2_74656301	0.01805736619397785
chr2_74656339	0.03699274277514672
chr2_74657635	0.01366795195902688
chr2_74657664	0.01678973018872264
chr2_109676136	0.00105957313089346
chr2_109676181	0.00278688867918447
chr2_109676386	0.01034036393814431
chr2_109676458	0.01228037785130278
chr2_120038993	-0.01585033007462484
chr2_147365634	0.01429183994126268
chr2_147365686	0.01529583827798867
chr2_148043930	0.00880967505404799
chr2_148043944	0.0104066386608716
chr2_148043969	0.0189420590225671
chr2_152414047	0.00118493083050533
chr2_152414215	0.00599005212625532
chr2_152414228	0.03831802933674193
chr2_152414237	0.07617298111043651
chr2_156730897	-0.00151397252131691
chr2_156730906	-0.0053164031429396
chr2_156731047	-0.01487694445607721
chr2_158117929	-0.01831376080329725
chr2_164164713	0.01645022029110409
chr2_164168038	0.0123325335639907
chr2_164168040	0.00884989713699628
chr2_164168062	0.01066159755795493
chr2_164168067	0.02152555308711433
chr2_168799219	-3.3958372743492617e-4
chr2_173565673	-0.01046630433859967
chr11_70762357	0.01665845290263769
a	1.1541708004138316
c	-2.1961414391660035
